koi_prad,koi_period,koi_steff,koi_srad,koi_depth,koi_duration,koi_model_snr,koi_disposition
1.14,4.60687717,5110.0,0.711,258.7,2.295,7.5,CANDIDATE
29.95,0.982090079,5472.0,0.742,5396.7,1.44892,304.1,FALSE POSITIVE
4.66,659.2907,6917.0,1.837,338.1,22.106,27.0,FALSE POSITIVE
34.84,2.050435466,5440.0,0.825,7765.3,8.0122,445.8,FALSE POSITIVE
1.38,5.841636615,3526.0,0.383,1336.3,1.8734,41.1,CONFIRMED
1.83,66.47762,5515.0,0.775,553.5,4.487,9.1,CANDIDATE
1.27,1.28619671,5650.0,0.926,137.2,1.114,5.9,FALSE POSITIVE
1.19,7.51731745,5525.0,0.923,170.7,2.484,10.7,CANDIDATE
1.96,62.869463,4762.0,0.781,341.7,6.842,16.2,CONFIRMED
1.73,76.37924,5451.0,0.936,276.3,0.645,5.7,FALSE POSITIVE
1.82,8.59000355,5817.0,0.876,298.1,6.68,18.9,FALSE POSITIVE
4.79,6.14631207,6726.0,1.31,891.1,3.803,20.3,FALSE POSITIVE
1.25,2.76263737,5772.0,0.901,185.0,1.821,14.1,CANDIDATE
8.73,0.687506554,4643.0,7.906,130.3,1.441,14.4,FALSE POSITIVE
10.99,200.2350497,6108.0,0.997,10812.0,23.612,220.6,CANDIDATE
2.02,201.621794,5919.0,0.923,480.0,3.172,6.8,CANDIDATE
1.65,31.9533679,6313.0,1.467,106.1,8.424,15.2,CANDIDATE
2.67,10.84969477,5251.0,0.778,1122.1,3.474,43.5,CANDIDATE
8.99,7.886632468,5847.0,1.135,6331.2,5.2147,392.3,CONFIRMED
2.45,42.5217006,5911.0,0.914,685.6,5.723,14.7,CONFIRMED
5.94,220.142913,6340.0,1.393,1796.4,19.528,121.2,CONFIRMED
0.93,0.589376952,5714.0,1.015,80.7,1.71,11.4,CANDIDATE
25.39,260.446151,4845.0,7.796,713.9,9.314,16.8,CANDIDATE
89.55,20.7106853,6956.0,2.888,1003.0,42.737,154.4,FALSE POSITIVE
1.45,68.1609897,5677.0,0.828,295.6,5.662,25.0,CONFIRMED
8.0,64.1862264,6951.0,2.758,507.3,8.485,18.6,CANDIDATE
71.95,21.78769087,5627.0,3.05,507.7,4.498,38.1,FALSE POSITIVE
5.97,148.568877,5814.0,2.985,404.4,4.399,11.6,CANDIDATE
1.0,0.762950224,5385.0,0.731,187.3,1.133,15.8,CANDIDATE
2.21,54.753883835,6242.0,1.047,442.3,2.0865,0.9,CANDIDATE
11.03,27.5837778,5092.0,7.913,202.5,1.516,8.5,CANDIDATE
2.75,339.18998,5544.0,0.966,822.0,5.117,7.6,CANDIDATE
6.85,19.97867,9651.0,1.895,944.3,10.168,86.2,FALSE POSITIVE
2.12,5.25419589,6123.0,0.987,461.8,2.9878,26.1,CANDIDATE
1.27,3.17275711,5058.0,0.739,313.2,5.404,30.1,FALSE POSITIVE
120.02,1.179969562,5500.0,3.899,1109.3,1.9745,277.9,FALSE POSITIVE
1.94,27.5722144,5912.0,1.09,296.3,5.256,20.0,CONFIRMED
3.37,78.0998908,5779.0,1.284,656.9,8.422,23.8,CONFIRMED
0.91,0.789160884,4258.0,0.622,215.1,0.9268,23.6,CONFIRMED
4.03,317.009388,5066.0,2.27,326.9,3.013,7.5,CANDIDATE
12.88,0.536551592,6140.0,1.027,153.2,4.89,26.2,FALSE POSITIVE
1.6,1.003931703,4949.0,0.741,491.1,1.4361,25.2,CONFIRMED
0.87,3.75030469,5866.0,1.339,35.5,3.246,10.3,CANDIDATE
21.81,2.988085455,5497.0,0.809,802.8,3.68,48.2,FALSE POSITIVE
63.57,30.5528701,6441.0,1.165,63521.0,5.3367,510.8,FALSE POSITIVE
1.87,6.4980147,5727.0,1.104,190.9,2.4384,41.2,CONFIRMED
82.29,0.739769962,6465.0,1.847,20729.0,1.95901,726.2,FALSE POSITIVE
0.54,0.822314545,5709.0,0.938,32.7,3.3374,3.8,FALSE POSITIVE
3.35,44.8520997,5514.0,1.071,780.8,3.5729,33.0,CONFIRMED
2.83,12.282998287,3879.0,0.537,2794.7,2.7096,137.2,CONFIRMED
1.88,559.785594,6201.0,1.111,274.8,3.496,7.3,CANDIDATE
21.48,199.83920527,5457.0,0.869,44490.0,4.378,590.6,CANDIDATE
1.86,7.36272124,5868.0,0.894,429.3,1.3287,17.8,CANDIDATE
65.42,10.692230094,6022.0,0.941,376650.0,5.46939,2402.0,FALSE POSITIVE
49.86,1.525924389,6203.0,1.06,24627.0,3.15998,423.9,FALSE POSITIVE
1.3,112.303136,4401.0,0.595,502.1,5.869,13.1,CONFIRMED
2.63,1.5259105,6640.0,2.099,83.9,3.114,14.3,FALSE POSITIVE
1.59,157.82131,6082.0,1.147,192.3,12.42,6.9,FALSE POSITIVE
1.35,1.096583368,5222.0,0.763,308.5,2.1188,44.3,FALSE POSITIVE
1.23,2.896005211,3731.0,0.498,614.1,1.6776,28.6,CONFIRMED
2.19,26.524553,4995.0,1.703,174.5,2.359,10.2,CANDIDATE
1.32,191.528018,6054.0,1.009,171.8,2.342,6.4,FALSE POSITIVE
2.52,53.5057611,6247.0,1.762,195.6,10.5616,71.2,CANDIDATE
2.12,370.38642,6179.0,1.555,186.2,23.94,13.9,FALSE POSITIVE
4.43,3.108251172,5330.0,0.847,1867.7,2.5048,156.5,CANDIDATE
1.79,8.9772888,5597.0,1.699,97.5,4.72,10.3,CANDIDATE
8.85,4.593594819,6075.0,0.969,1455.2,2.6391,83.5,FALSE POSITIVE
3.4,16.92342126,5786.0,0.99,1125.3,4.1864,40.8,CONFIRMED
139.36,1.729338354,5587.0,2.553,140160.0,6.8524,379.7,FALSE POSITIVE
679.44,15.85231085,5780.0,1.0,437860.0,4.8707,252.4,FALSE POSITIVE
25.84,4.553370029,6306.0,1.109,23692.0,3.2209,570.6,CANDIDATE
0.94,3.91794676,5500.0,0.87,116.5,2.549,13.5,CONFIRMED
58.77,1.930451347,6154.0,1.168,53075.0,3.87956,602.3,FALSE POSITIVE
1.06,6.99205021,6057.0,1.467,33.4,5.037,24.4,CANDIDATE
0.72,2.71772323,5135.0,0.874,70.3,3.22,9.3,CANDIDATE
2.52,402.41511,6251.0,0.889,780.6,5.156,9.5,FALSE POSITIVE
1.81,1.686009643,5783.0,0.88,390.4,1.1818,48.5,FALSE POSITIVE
3.19,333.03842,5743.0,0.903,1260.0,5.948,7.0,CANDIDATE
2.71,13.73474071,5196.0,0.772,746.4,2.769,31.0,CONFIRMED
0.79,10.18318233,5843.0,1.084,51.5,3.137,11.2,CANDIDATE
3.37,25.9136674,6167.0,2.346,109.7,10.498,16.1,CANDIDATE
1.36,3.93766786,6277.0,2.741,24.3,4.655,16.8,CONFIRMED
2.97,10.04157214,5244.0,0.81,1114.0,2.6577,28.1,CONFIRMED
0.76,12.67143692,3705.0,0.529,215.8,2.498,13.7,CANDIDATE
25.74,5.14108479,5893.0,0.941,611.2,25.93,57.0,FALSE POSITIVE
1.94,15.2311195,5836.0,1.186,269.1,3.91,13.1,CANDIDATE
36.93,2.464160779,5238.0,1.883,116.7,2.427,27.3,FALSE POSITIVE
0.66,20.6654374,4830.0,0.676,100.4,3.172,13.6,CANDIDATE
1.62,3.62275506,5794.0,1.216,180.6,2.7868,22.3,CANDIDATE
2.3,388.519605,6164.0,1.825,151.2,10.613,15.1,FALSE POSITIVE
7.71,76.87935893,3638.0,0.436,21272.0,2.3819,131.0,CANDIDATE
3.16,6.0990118,5743.0,1.971,227.5,3.6112,39.3,FALSE POSITIVE
2.09,3.17405898,5640.0,1.233,282.2,2.3156,29.2,CANDIDATE
1.42,2.154911236,6181.0,1.424,99.7,3.1341,83.0,CONFIRMED
0.8,31.8245304,6338.0,0.847,79.0,4.17,7.7,CANDIDATE
1.41,37.959659,5573.0,0.827,287.9,2.793,6.9,CANDIDATE
0.58,0.526887517,3945.0,0.519,119.9,0.8971,20.6,CANDIDATE
3.88,50.28635977,5900.0,1.167,1119.3,6.3212,99.5,CONFIRMED
2.99,360.15417,6065.0,1.061,790.6,12.806,11.1,FALSE POSITIVE
2.32,6.15560285,5739.0,1.384,285.0,4.9843,35.1,CONFIRMED
2.03,3.504691252,5356.0,1.055,315.1,1.9811,67.5,CONFIRMED
1.56,2.735900074,5299.0,0.766,428.9,1.9359,44.5,CONFIRMED
1.22,507.48249,5227.0,0.744,232.1,8.19,9.7,FALSE POSITIVE
237.79,7.226944171,6270.0,1.36,682180.0,23.0124,3076.6,FALSE POSITIVE
3.17,115.238544,5589.0,1.037,516.7,7.653,10.6,CANDIDATE
1.98,482.62011,6315.0,1.095,324.0,12.86,8.1,CANDIDATE
2.3,219.931324,5557.0,0.912,641.0,4.818,7.1,CANDIDATE
3.26,3.609313059,5668.0,0.868,1375.1,1.7752,35.0,CONFIRMED
2.46,33.4203001,5731.0,1.066,436.6,5.307,8.9,CONFIRMED
1.51,0.494247662,5763.0,0.998,224.9,1.2443,18.1,CANDIDATE
0.81,1.33256418,5157.0,0.62,162.3,4.701,20.7,FALSE POSITIVE
2.95,48.8130123,6202.0,1.11,702.0,1.538,8.8,CANDIDATE
0.99,2.64622742,5167.0,0.787,155.5,1.407,8.4,CANDIDATE
1.85,7.64370363,6120.0,2.0,70.9,2.738,13.2,CANDIDATE
2.85,172.7046083,5851.0,1.116,659.1,11.347,92.9,CONFIRMED
16.07,1.097211085,3497.0,0.334,38946.0,1.6738,83.5,FALSE POSITIVE
2.21,24.1738244,5468.0,0.968,532.6,3.056,21.5,CONFIRMED
2.47,13.71218522,5550.0,0.831,786.7,2.437,22.6,CONFIRMED
3.52,10.00653012,6063.0,1.001,936.1,5.344,71.9,CONFIRMED
1.59,191.272501,5727.0,0.918,286.5,3.064,5.8,FALSE POSITIVE
1.42,4.267961416,6395.0,1.237,127.4,1.3427,24.6,CANDIDATE
1.2,27.765596,5897.0,0.999,147.6,19.49,14.2,FALSE POSITIVE
0.54,0.822314545,5709.0,0.938,32.7,3.3374,3.8,FALSE POSITIVE
12.94,3.849371737,6244.0,2.992,1298.6,2.632,132.7,CANDIDATE
3.46,3.723560726,6535.0,1.181,540.0,3.435,58.9,FALSE POSITIVE
3.28,308.544422,6325.0,1.349,586.8,18.503,56.8,CONFIRMED
2.43,5.902245782,5427.0,0.929,702.3,2.9003,59.3,CONFIRMED
0.94,50.55398,4895.0,0.687,199.7,6.159,7.9,CANDIDATE
34.42,2.765621941,5423.0,0.828,8342.2,2.3191,173.2,FALSE POSITIVE
2.27,15.95995611,5936.0,0.965,523.2,4.3149,70.9,CONFIRMED
2.0,4.75400072,4728.0,0.693,748.7,2.5394,141.4,CONFIRMED
3.12,2.711504086,6214.0,1.076,837.5,3.0099,64.5,CONFIRMED
13.06,3.234699282,5640.0,1.291,10559.0,3.59385,3003.8,CONFIRMED
2.12,8.77997349,5191.0,0.764,755.7,3.2201,32.7,CANDIDATE
1.26,12.7713826,6273.0,1.044,141.8,3.347,8.0,CANDIDATE
92.5,3.185090259,6516.0,1.279,423280.0,4.80188,1909.2,FALSE POSITIVE
1.22,2.17814513,6053.0,0.949,136.0,2.321,13.8,FALSE POSITIVE
1.83,135.428746,5849.0,0.919,381.1,7.394,7.9,FALSE POSITIVE
9.46,127.8334997,6505.0,2.17,1829.9,10.914,76.9,CONFIRMED
60.47,44.7060191,5509.0,0.811,292.0,0.25,6.6,CANDIDATE
4.17,11.67894236,6122.0,0.964,1185.1,1.2641,23.1,CANDIDATE
7.47,5.76573396,5772.0,4.434,248.0,2.924,22.2,FALSE POSITIVE
4.7,88.5122014,5593.0,0.945,2518.7,6.8214,63.1,CONFIRMED
26.52,8.600153929,6093.0,3.913,4510.2,9.0015,1208.1,CONFIRMED
1.52,2.97136658,5334.0,1.004,233.3,2.716,25.6,CONFIRMED
115.49,1.541530919,7631.0,1.937,213260.0,4.8691,601.5,FALSE POSITIVE
1.18,5.21104597,6023.0,1.031,102.7,3.3447,36.9,CONFIRMED
1.77,13.24503482,5636.0,1.39,156.1,4.4078,35.7,CONFIRMED
72.36,0.741768294,5897.0,3.147,60.3,0.4164,14.0,CANDIDATE
88.51,3.117087797,6338.0,2.046,12152.0,3.06941,441.7,FALSE POSITIVE
1.28,14.97436238,5311.0,0.8,265.4,2.4461,24.9,CONFIRMED
2.58,47.1607932,5936.0,0.965,723.2,4.003,13.6,CONFIRMED
1.11,3.97599629,5143.0,0.778,206.0,2.2029,27.3,CONFIRMED
0.67,5.24970432,5528.0,0.853,61.9,2.746,13.9,CONFIRMED
1.9,6.84639884,6065.0,1.31,149.7,3.4919,36.3,CANDIDATE
1.62,12.06222962,5547.0,0.933,300.2,2.0584,32.4,CONFIRMED
37.93,5.270733213,4348.0,0.678,293640.0,2.7822,553.0,FALSE POSITIVE
1.24,2.69636494,5653.0,1.139,109.0,3.892,22.2,FALSE POSITIVE
0.81,0.9628348,5559.0,0.838,92.8,2.259,7.6,FALSE POSITIVE
2.2,326.6708,5896.0,1.072,386.4,10.84,10.8,CANDIDATE
1.59,1.55400389,5409.0,0.746,465.8,1.7664,82.1,CONFIRMED
1.05,4.85603482,6469.0,1.193,76.7,3.078,8.2,FALSE POSITIVE
3.81,89.1935737,6071.0,1.295,868.3,4.0104,43.5,CANDIDATE
2.52,19.94752741,5749.0,0.864,861.3,1.756,16.0,CANDIDATE
0.78,5.78901936,5289.0,0.748,110.3,3.102,7.8,CANDIDATE
50.53,1.585673651,6117.0,1.025,44116.0,3.20763,717.5,FALSE POSITIVE
1.53,2.52443998,6461.0,2.225,45.8,2.369,10.6,CANDIDATE
25.27,17.79421914,5485.0,0.805,1549.4,4.1918,111.5,FALSE POSITIVE
1.88,12.4326997,5480.0,1.229,240.3,7.81,11.5,CANDIDATE
3.69,9.07829171,5086.0,1.611,530.9,0.783,7.0,CANDIDATE
3.2,26.8475962,5508.0,1.988,254.1,10.068,39.2,CONFIRMED
21.58,27.32204488,5620.0,0.772,77474.0,5.6716,3622.7,FALSE POSITIVE
1.91,60.532988,5631.0,0.847,467.5,7.086,23.8,CANDIDATE
0.88,0.73095491,6454.0,1.587,29.6,2.206,7.5,FALSE POSITIVE
1.39,6.98800953,5353.0,1.023,193.2,3.103,17.1,CONFIRMED
1.46,3.71545593,5296.0,0.808,331.7,2.558,19.6,CONFIRMED
1.73,5.60013327,5288.0,0.978,329.2,2.6508,22.8,CONFIRMED
140.22,2.33211505,6384.0,1.094,105950.0,2.96723,997.8,FALSE POSITIVE
11.82,0.743495989,5345.0,0.686,172.8,2.255,26.0,FALSE POSITIVE
0.77,0.566813677,6106.0,0.966,61.2,2.458,11.5,FALSE POSITIVE
1.6,88.523517,3827.0,0.462,828.0,7.22,7.7,FALSE POSITIVE
1.11,1.08469871,5942.0,0.938,124.0,4.077,16.9,FALSE POSITIVE
4.82,4.887803076,4778.0,0.763,4315.8,2.36255,862.3,CONFIRMED
46.24,3.711012492,6141.0,1.117,7559.8,3.3394,257.4,FALSE POSITIVE
1.66,19.30112039,5687.0,0.943,232.3,6.0752,45.0,FALSE POSITIVE
2.22,39.6034,5456.0,0.943,572.7,6.487,25.8,CONFIRMED
2.47,180.890384,7037.0,1.683,205.3,1.901,5.8,FALSE POSITIVE
33.46,1.736952453,5805.0,0.791,8079.2,2.40641,505.6,FALSE POSITIVE
79.21,12.42592247,4849.0,6.952,8707.6,31.5,190.8,FALSE POSITIVE
9.46,127.8334997,6505.0,2.17,1829.9,10.914,76.9,CONFIRMED
129.2,5.776794344,7666.0,3.601,121540.0,6.33505,8022.8,FALSE POSITIVE
10.05,1.855557556,5657.0,0.947,10570.0,2.35672,1853.8,CONFIRMED
0.7,3.7847507,6017.0,1.206,33.5,2.924,12.2,CONFIRMED
2.16,7.8774163,4126.0,0.615,1306.1,2.0805,38.7,CONFIRMED
50.88,70.58284717,5973.0,0.904,150930.0,8.81169,2424.0,FALSE POSITIVE
0.52,16.2908527,5425.0,0.797,44.1,3.176,14.5,CANDIDATE
0.85,0.849362238,4973.0,0.788,114.9,1.36,11.9,CANDIDATE
1.33,4.5770016,3805.0,0.497,710.0,0.949,18.0,CANDIDATE
1.47,7.68478504,5344.0,0.907,274.1,2.447,21.4,CONFIRMED
50.28,2.028512246,6105.0,1.025,121560.0,5.00309,1545.8,FALSE POSITIVE
1.57,34.0269868,4999.0,0.801,361.7,1.586,6.2,CANDIDATE
1.46,27.122801,5878.0,0.945,234.7,5.255,8.1,CANDIDATE
18.65,0.970085646,4555.0,15.63,153.0,1.129,9.8,FALSE POSITIVE
1.57,1.620467654,5553.0,1.25,159.6,2.1888,22.7,CONFIRMED
2.37,12.4252735,6156.0,2.557,84.7,20.756,36.6,FALSE POSITIVE
47.7,5.2972293,4631.0,14.296,1210.5,3.799,31.8,FALSE POSITIVE
2.71,14.40090414,5815.0,1.198,379.6,4.1682,41.1,CONFIRMED
0.92,2.41660149,5705.0,1.026,83.6,1.9699,33.7,CONFIRMED
30.32,1.222127938,5157.0,0.87,2486.5,2.2613,200.9,FALSE POSITIVE
2.03,3.504691252,5356.0,1.055,315.1,1.9811,67.5,CONFIRMED
1.94,4.86634094,4996.0,0.831,366.7,1.885,15.2,CANDIDATE
7.04,9.011888,5627.0,1.735,987.6,4.167,15.5,CANDIDATE
21.79,3.053563251,5764.0,0.863,508.4,3.2551,50.4,FALSE POSITIVE
3.25,41.0772969,5665.0,0.938,1216.8,5.525,28.8,FALSE POSITIVE
0.69,1.72933255,5921.0,1.211,29.7,3.631,17.1,FALSE POSITIVE
2.32,169.415073,6362.0,1.378,239.9,3.884,9.8,CANDIDATE
2.48,205.30627,6045.0,0.955,671.0,7.86,6.4,FALSE POSITIVE
1.4,27.556452,5509.0,0.836,289.2,8.23,6.7,CANDIDATE
2.59,77.6114427,5465.0,0.925,814.5,7.1786,100.5,CONFIRMED
2.21,54.753883835,6242.0,1.047,442.3,2.0865,0.9,CANDIDATE
1.17,14.5862195,5904.0,0.819,202.2,2.733,9.3,FALSE POSITIVE
1.5,42.02646,6158.0,1.016,190.0,2.553,6.0,FALSE POSITIVE
159.34,3.79654367,8117.0,3.07,70781.0,11.4071,283.7,FALSE POSITIVE
2.97,21.21712312,6191.0,1.007,636.0,5.89,56.2,CONFIRMED
3.32,11.41911886,6311.0,1.172,509.2,5.135,23.7,CONFIRMED
2.78,22.18332255,5565.0,1.03,748.1,5.1364,70.3,CONFIRMED
42.05,1.890227354,5356.0,0.78,112260.0,3.855,252.0,FALSE POSITIVE
1.39,5.62904396,6197.0,2.188,39.5,3.7295,32.2,CONFIRMED
0.83,135.57186,6070.0,1.277,41.2,9.94,5.7,FALSE POSITIVE
2.22,1.17430183,7537.0,2.145,64.5,9.587,13.5,FALSE POSITIVE
1.43,3.30040818,6333.0,1.438,98.8,4.462,19.3,CONFIRMED
3.89,10.54841329,6047.0,1.092,102.9,1.872,11.7,CANDIDATE
1.25,5.46091846,6319.0,0.93,172.0,1.781,21.2,FALSE POSITIVE
2.98,12.10968709,6021.0,1.458,284.7,6.3461,33.4,CONFIRMED
6.47,2.8736467,8173.0,3.169,215.7,1.682,21.2,FALSE POSITIVE
1.57,385.29212,6440.0,1.053,218.5,19.417,15.1,CANDIDATE
1.72,16.25951967,5966.0,1.499,129.5,3.854,19.6,CONFIRMED
1.65,5.35745121,6123.0,1.86,78.2,2.592,16.4,FALSE POSITIVE
0.84,5.0263815,5783.0,0.962,77.2,4.384,8.5,CANDIDATE
50.51,3.28931936,6335.0,1.072,166.0,1.921,11.1,FALSE POSITIVE
2.42,19.9401211,5623.0,0.763,758.9,4.283,18.0,CONFIRMED
2.42,374.41813,6195.0,1.124,430.2,17.9,8.9,FALSE POSITIVE
0.95,27.4536146,4900.0,0.741,136.4,3.747,27.5,CONFIRMED
3.14,30.1329298,5527.0,0.866,1015.8,5.172,44.8,CONFIRMED
24.02,53.100942624,5465.0,0.973,19981.0,2.2868,1108.5,FALSE POSITIVE
1.37,445.21685,5670.0,0.95,211.6,16.37,11.1,CANDIDATE
2.65,67.844689,5878.0,1.812,211.2,11.757,18.9,CONFIRMED
16.67,4.218512654,6185.0,0.991,23417.0,3.62939,699.9,FALSE POSITIVE
1.19,0.664074145,5178.0,0.797,212.6,1.0925,20.9,CONFIRMED
2.26,8.56267266,5029.0,0.93,608.1,1.53,15.2,CANDIDATE
2.74,15.59466045,5900.0,0.929,867.7,5.0478,49.2,CONFIRMED
1.34,11.7201693,6193.0,1.067,154.4,2.399,7.5,CANDIDATE
1.29,13.3430025,3751.0,0.443,799.7,2.7399,47.1,CONFIRMED
8.48,99.6442783,6102.0,1.016,3215.6,5.1772,163.2,CANDIDATE
1.52,5.3360574,6742.0,2.032,54.7,3.877,7.0,CANDIDATE
2.15,8.30783912,5320.0,0.786,777.5,3.1516,66.4,CONFIRMED
40.3,1.46842648,5539.0,0.959,151000.0,6.6666,622.8,FALSE POSITIVE
2.02,93.881556,5676.0,1.487,188.7,20.644,23.7,FALSE POSITIVE
0.93,11.7728146,5410.0,1.056,77.1,4.132,9.9,CANDIDATE
2.63,366.55705,5857.0,1.1,582.5,11.62,10.2,CANDIDATE
2.7,18.82744023,5687.0,0.86,1006.2,4.664,29.5,CONFIRMED
2.14,8.512037736,5767.0,0.881,597.8,2.1861,102.2,CONFIRMED
2.66,9.82578495,6246.0,1.092,433.3,5.2498,38.1,CONFIRMED
1.2,4.36125889,5520.0,0.873,189.2,2.174,10.7,CONFIRMED
1.87,0.868723418,5761.0,1.046,197.1,1.4617,23.8,FALSE POSITIVE
10.36,117.93110803,6392.0,1.072,8506.6,5.8796,212.5,CONFIRMED
1.6,12.7945474,4090.0,0.571,816.7,3.4197,54.1,CONFIRMED
2.68,117.033521,5312.0,0.986,770.4,6.822,21.9,CONFIRMED
2.17,22.95062278,6143.0,1.763,129.8,4.4814,32.9,CONFIRMED
2.79,355.86134,5736.0,0.801,1220.7,23.39,15.2,CANDIDATE
1.47,13.26079792,5478.0,1.053,199.4,3.912,17.6,CANDIDATE
2.02,421.98194,6760.0,1.515,173.1,13.799,15.0,FALSE POSITIVE
2.05,6.877446033,3789.0,0.46,1632.3,1.3692,39.6,CONFIRMED
2.64,9.8788502,6477.0,1.148,454.7,2.951,13.4,CONFIRMED
2.03,1.44445234,5305.0,1.449,200.7,0.9753,20.9,CONFIRMED
2.04,401.38712,5858.0,1.498,166.2,32.21,18.6,FALSE POSITIVE
2.05,6.877446033,3789.0,0.46,1632.3,1.3692,39.6,CONFIRMED
0.88,0.92565941,6058.0,1.612,30.0,1.488,11.2,FALSE POSITIVE
1.45,14.516741,4954.0,0.828,227.2,2.706,10.1,CANDIDATE
72.82,0.855763492,6679.0,1.326,131660.0,3.64361,598.4,FALSE POSITIVE
1.25,6.60180003,5591.0,0.86,213.4,2.624,8.1,CANDIDATE
1.04,6.31915999,6254.0,1.706,34.4,3.465,9.8,CANDIDATE
1.42,19.2532128,6060.0,0.953,219.3,1.674,7.4,CANDIDATE
1.86,33.67280658,5587.0,1.423,170.9,8.2267,61.2,CONFIRMED
4.01,22.71443351,5788.0,1.495,575.1,6.0875,74.4,CONFIRMED
2.34,2.337437946,5005.0,0.765,971.2,1.9982,82.4,CONFIRMED
93.29,31.024310431,6011.0,1.741,96480.0,7.63621,4403.8,FALSE POSITIVE
18.35,1500.1406772,5009.0,2.283,4129.9,25.727,83.3,CANDIDATE
1.54,3.215109385,5541.0,0.934,158.0,4.365,53.3,CANDIDATE
121.48,44.14599042,6692.0,1.152,4467.8,3.4015,99.6,FALSE POSITIVE
1.2,3.83488354,5515.0,0.775,243.0,2.026,10.9,CANDIDATE
7.89,23.65369415,5739.0,1.384,3341.8,8.2183,266.3,CONFIRMED
2.54,26.5487294,5456.0,2.154,142.0,7.968,15.3,CONFIRMED
1.72,87.707513,4944.0,0.721,578.0,2.184,7.1,CANDIDATE
1.58,425.64971,6067.0,1.195,171.2,11.07,7.6,CANDIDATE
26.82,3.166465862,4968.0,0.704,4357.2,2.9381,122.1,FALSE POSITIVE
1.8,15.8283833,5596.0,1.145,227.5,3.643,9.8,CANDIDATE
1.0,7.05429483,3765.0,0.521,359.3,1.716,11.2,CONFIRMED
100.03,6.150251376,8914.0,2.867,2128.7,1.68923,471.0,FALSE POSITIVE
0.9,4.45342418,6256.0,1.269,46.6,3.654,16.3,CONFIRMED
5.86,278.1243979,5799.0,1.05,2297.8,3.978,58.5,CANDIDATE
1.21,0.885129679,5792.0,0.864,177.3,3.156,21.2,FALSE POSITIVE
1.84,10.30401132,5657.0,1.046,316.1,4.2246,53.8,CONFIRMED
30.54,0.659299289,5791.0,0.852,1118.5,0.6908,108.6,FALSE POSITIVE
1.41,3.15722086,6120.0,2.0,49.7,3.762,17.4,CANDIDATE
11.12,1.519529227,6033.0,1.046,8372.5,5.1675,155.1,FALSE POSITIVE
3.37,0.566789505,5894.0,0.784,54.6,5.835,12.6,FALSE POSITIVE
2.18,23.2385587,6602.0,1.685,161.2,8.432,15.5,CONFIRMED
1.46,0.526615152,5718.0,1.832,64.0,1.0582,40.9,FALSE POSITIVE
43.67,5.56648691,4694.0,12.701,694.9,10.931,103.6,FALSE POSITIVE
1.62,2.090811305,5739.0,1.384,115.9,3.388,19.9,CONFIRMED
2.14,16.07673148,5957.0,0.971,488.0,2.205,19.3,CONFIRMED
1.54,126.586058,6611.0,1.249,124.9,5.41,10.5,CANDIDATE
38.71,3.017155419,5893.0,1.302,1381.8,13.3898,223.5,FALSE POSITIVE
1.16,7.11373257,3561.0,0.411,807.6,2.1764,44.4,CONFIRMED
0.98,7.94004281,6278.0,1.081,81.9,3.282,10.7,CANDIDATE
149.98,58.5850357,6379.0,1.994,75468.0,3.5939,656.5,FALSE POSITIVE
1.53,7.99144696,5700.0,1.006,145.0,3.639,12.8,CANDIDATE
0.92,0.708726708,4607.0,0.515,313.6,0.753,13.4,FALSE POSITIVE
6.33,56.898749,9189.0,2.692,514.0,3.522,6.2,FALSE POSITIVE
45.43,117.6813778,6429.0,2.079,45362.0,12.7591,2426.9,FALSE POSITIVE
2.24,18.42794957,4768.0,0.779,706.6,2.9264,36.0,CONFIRMED
1.89,371.56492,5735.0,0.972,375.5,14.736,16.2,FALSE POSITIVE
0.85,20.605501,6099.0,1.308,37.1,3.793,11.1,CANDIDATE
2.62,12.69905011,5291.0,0.882,797.4,2.9899,30.4,CONFIRMED
1.14,44.2018402,5002.0,0.753,235.6,4.949,18.6,CONFIRMED
2.13,16.2957847,6063.0,1.012,409.8,5.16,14.2,CANDIDATE
1.19,2.6827683,6180.0,1.223,79.8,2.957,26.7,FALSE POSITIVE
1.76,2.1395563,5534.0,1.08,266.1,2.0678,48.9,CONFIRMED
2.49,291.306507,5031.0,0.748,1132.0,2.91,7.1,CANDIDATE
29.55,40.8777605,5930.0,0.937,719.1,9.745,23.6,FALSE POSITIVE
1.74,370.91308,5892.0,1.054,270.3,17.655,17.5,FALSE POSITIVE
3.24,469.61309,5474.0,0.763,1234.7,13.709,18.2,CONFIRMED
1.36,3.568099612,6007.0,1.334,98.4,3.2131,52.5,CONFIRMED
1.4,21.0112068,5823.0,0.96,163.6,4.507,10.2,CANDIDATE
1.38,22.7909233,6311.0,1.642,53.6,9.565,19.4,CANDIDATE
176.4,2.742590902,7072.0,1.705,680400.0,10.4143,682.9,FALSE POSITIVE
2.19,26.524553,4995.0,1.703,174.5,2.359,10.2,CANDIDATE
1.28,25.9200092,5517.0,0.704,331.4,5.609,10.9,FALSE POSITIVE
2.54,5.370639542,5821.0,1.085,491.3,2.1121,58.8,CONFIRMED
2.82,28.227413,5858.0,0.849,1113.4,5.782,25.3,CONFIRMED
3.06,51.3283527,6119.0,1.119,692.3,9.357,34.7,CONFIRMED
0.86,0.56679293,5812.0,0.853,101.1,3.814,22.1,FALSE POSITIVE
